,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
1274,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,19660.32,500GB HDD,No additional storage,Intel Celeron
1275,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 515,Windows 10,38841.12,512GB SSD,No additional storage,Intel Core M
1276,Dell,Notebook,15.6,1366x768,6.0,Intel HD Graphics 620,Windows 10,24455.52,1TB HDD,No additional storage,Intel Core i3
1277,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,Linux,15397.92,500GB HDD,No additional storage,Intel Celeron
1278,Dell,Notebook,15.6,1366x768,2.0,Intel HD Graphics,Windows 10,20193.12,500GB HDD,No additional storage,Intel Celeron
1279,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,47898.72,1TB HDD,No additional storage,Intel Core i7
1280,HP,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon R7 M440,Windows 10,29303.4672,1.0TB Hybrid,No additional storage,AMD A9-Series
1281,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R5 M430,Linux,42943.1472,1TB HDD,No additional storage,Intel Core i7
1282,HP,Netbook,11.6,1366x768,2.0,Intel HD Graphics 400,Windows 10,11135.52,32GB Flash Storage,No additional storage,Intel Celeron
1283,Asus,Notebook,15.6,1366x768,4.0,Nvidia GeForce 920M,Windows 10,38378.6496,500GB HDD,No additional storage,Intel Core i7
1284,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,33992.64,128GB SSD,No additional storage,Intel Core i7
1285,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 520,Windows 10,79866.72,512GB SSD,No additional storage,Intel Core i7
1286,Lenovo,Notebook,14.0,1366x768,2.0,Intel HD Graphics,Windows 10,12201.12,64GB Flash Storage,No additional storage,Intel Celeron
1287,HP,Notebook,15.6,1366x768,6.0,AMD Radeon R5 M330,Windows 10,40705.92,1TB HDD,No additional storage,Intel Core i7
1288,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,19660.32,500GB HDD,No additional storage,Intel Celeron
1289,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 515,Windows 10,38841.12,512GB SSD,No additional storage,Intel Core M
1290,Dell,Notebook,15.6,1366x768,6.0,Intel HD Graphics 620,Windows 10,24455.52,1TB HDD,No additional storage,Intel Core i3
1291,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,Linux,15397.92,500GB HDD,No additional storage,Intel Celeron
1292,Dell,Notebook,15.6,1366x768,2.0,Intel HD Graphics,Windows 10,20193.12,500GB HDD,No additional storage,Intel Celeron
1293,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,47898.72,1TB HDD,No additional storage,Intel Core i7
1294,HP,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon R7 M440,Windows 10,29303.4672,1.0TB Hybrid,No additional storage,AMD A9-Series
1295,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R5 M430,Linux,42943.1472,1TB HDD,No additional storage,Intel Core i7
1296,HP,Netbook,11.6,1366x768,2.0,Intel HD Graphics 400,Windows 10,11135.52,32GB Flash Storage,No additional storage,Intel Celeron
1297,Asus,Notebook,15.6,1366x768,4.0,Nvidia GeForce 920M,Windows 10,38378.6496,500GB HDD,No additional storage,Intel Core i7
1298,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,33992.64,128GB SSD,No additional storage,Intel Core i7
1299,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 520,Windows 10,79866.72,512GB SSD,No additional storage,Intel Core i7
1300,Lenovo,Notebook,14.0,1366x768,2.0,Intel HD Graphics,Windows 10,12201.12,64GB Flash Storage,No additional storage,Intel Celeron
1301,HP,Notebook,15.6,1366x768,6.0,AMD Radeon R5 M330,Windows 10,40705.92,1TB HDD,No additional storage,Intel Core i7
1302,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,19660.32,500GB HDD,No additional storage,Intel Celeron
